id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
5311,Kepler-42 c,40.0595,0.315 Earths,16.7,2011,https://science.nasa.gov/exoplanet-catalog/kepler-42-c/
5312,Kepler-42 b,40.0595,0.399 Earths,16.7,2011,https://science.nasa.gov/exoplanet-catalog/kepler-42-b/
5313,Kepler-41 b,1093.08,0.56 Jupiters,14.509,2011,https://science.nasa.gov/exoplanet-catalog/kepler-41-b/
5314,Kepler-39 b,1057.41,20.1 Jupiters,14.355,2011,https://science.nasa.gov/exoplanet-catalog/kepler-39-b/
5315,Kepler-38 b,1174.59,0.384 Jupiters,14.015,2012,https://science.nasa.gov/exoplanet-catalog/kepler-38-b/
5316,Kepler-37 d,63.9207,2 Earths,9.770001,2013,https://science.nasa.gov/exoplanet-catalog/kepler-37-d/
5317,Kepler-37 c,63.9207,1.3 Earths,9.770001,2013,https://science.nasa.gov/exoplanet-catalog/kepler-37-c/
5318,Kepler-37 b,63.9207,0.79 Earths,9.770001,2013,https://science.nasa.gov/exoplanet-catalog/kepler-37-b/
5319,Kepler-36 c,527.956,7.13 Earths,11.941,2012,https://science.nasa.gov/exoplanet-catalog/kepler-36-c/
5320,Kepler-36 b,527.956,3.83 Earths,11.941,2012,https://science.nasa.gov/exoplanet-catalog/kepler-36-b/
5321,Kepler-35 b,1819.17,0.127 Jupiters,15.863,2011,https://science.nasa.gov/exoplanet-catalog/kepler-35-b/
5322,Kepler-34 b,1800.82,0.22 Jupiters,15.087,2011,https://science.nasa.gov/exoplanet-catalog/kepler-34-b/
5323,Kepler-33 f,1209.16,9.6 Earths,14.099,2011,https://science.nasa.gov/exoplanet-catalog/kepler-33-f/
5324,Kepler-33 e,1209.16,5.57 Earths,14.099,2011,https://science.nasa.gov/exoplanet-catalog/kepler-33-e/
5325,Kepler-33 d,1209.16,3.91 Earths,14.099,2011,https://science.nasa.gov/exoplanet-catalog/kepler-33-d/
5326,Kepler-181 c,609.283,4.62 Earths,14.854,2014,https://science.nasa.gov/exoplanet-catalog/kepler-181-c/
5327,Kepler-181 b,609.283,2.15 Earths,14.854,2014,https://science.nasa.gov/exoplanet-catalog/kepler-181-b/
5328,Kepler-180 c,695.65,9.32 Earths,14.488,2014,https://science.nasa.gov/exoplanet-catalog/kepler-180-c/
5329,Kepler-180 b,695.65,2.86 Earths,14.488,2014,https://science.nasa.gov/exoplanet-catalog/kepler-180-b/
5330,Kepler-179 c,605.68,4.66 Earths,14.772,2014,https://science.nasa.gov/exoplanet-catalog/kepler-179-c/
5331,Kepler-179 b,605.68,3.33 Earths,14.772,2014,https://science.nasa.gov/exoplanet-catalog/kepler-179-b/
5332,Kepler-178 c,716.025,8.65 Earths,14.876,2014,https://science.nasa.gov/exoplanet-catalog/kepler-178-c/
5333,Kepler-178 b,716.025,8.75 Earths,14.876,2014,https://science.nasa.gov/exoplanet-catalog/kepler-178-b/
5334,Kepler-177 c,1435.44,14.7 Earths,15.171,2013,https://science.nasa.gov/exoplanet-catalog/kepler-177-c/
5335,Kepler-176 d,527.321,15.2 Earths,14.767,2014,https://science.nasa.gov/exoplanet-catalog/kepler-176-d/
5336,Kepler-176 c,527.321,23 Earths,14.767,2014,https://science.nasa.gov/exoplanet-catalog/kepler-176-c/
5337,Kepler-176 b,527.321,2.63 Earths,14.767,2014,https://science.nasa.gov/exoplanet-catalog/kepler-176-b/
5338,Kepler-175 b,1312.34,7.08 Earths,15.225,2014,https://science.nasa.gov/exoplanet-catalog/kepler-175-b/
5339,Kepler-174 d,384.757,5.43 Earths,14.53,2014,https://science.nasa.gov/exoplanet-catalog/kepler-174-d/
5340,Kepler-174 c,384.757,2.83 Earths,14.53,2014,https://science.nasa.gov/exoplanet-catalog/kepler-174-c/
5341,Kepler-173 c,833.165,6.48 Earths,14.357,2014,https://science.nasa.gov/exoplanet-catalog/kepler-173-c/
5342,Kepler-173 b,833.165,2.21 Earths,14.357,2014,https://science.nasa.gov/exoplanet-catalog/kepler-173-b/
5343,Kepler-172 e,828.592,8.05 Earths,14.703,2014,https://science.nasa.gov/exoplanet-catalog/kepler-172-e/
5344,Kepler-172 c,828.592,8.55 Earths,14.703,2014,https://science.nasa.gov/exoplanet-catalog/kepler-172-c/
5345,Kepler-172 b,828.592,6.12 Earths,14.703,2014,https://science.nasa.gov/exoplanet-catalog/kepler-172-b/
5346,Kepler-171 d,863.855,4.23 Earths,15.101,2014,https://science.nasa.gov/exoplanet-catalog/kepler-171-d/
5347,Kepler-171 c,863.855,7.08 Earths,15.101,2014,https://science.nasa.gov/exoplanet-catalog/kepler-171-c/
5348,Kepler-170 c,738.657,8.55 Earths,14.344,2014,https://science.nasa.gov/exoplanet-catalog/kepler-170-c/
5349,Kepler-170 b,738.657,0.26 Jupiters,14.344,2014,https://science.nasa.gov/exoplanet-catalog/kepler-170-b/
5350,Kepler-169 f,406.529,7.18 Earths,14.424,2014,https://science.nasa.gov/exoplanet-catalog/kepler-169-f/
5351,TrES-2 b,215.32,1.49 Jupiters,11.254,2006,https://science.nasa.gov/exoplanet-catalog/tres-2-b/
5352,KOI-13 b,519.096,9.28 Jupiters,9.791,2011,https://science.nasa.gov/exoplanet-catalog/koi-13-b/
5353,Kepler-9 d,628.257,8.41466 Earths,13.922,2010,https://science.nasa.gov/exoplanet-catalog/kepler-9-d/
5354,Kepler-9 c,628.257,29.9 Earths,13.922,2010,https://science.nasa.gov/exoplanet-catalog/kepler-9-c/
5355,Kepler-9 b,628.257,0.13655 Jupiters,13.922,2010,https://science.nasa.gov/exoplanet-catalog/kepler-9-b/
5356,Kepler-7 b,922.562,0.441 Jupiters,13.008,2009,https://science.nasa.gov/exoplanet-catalog/kepler-7b/
5357,Kepler-6 b,587.039,0.668 Jupiters,13.286,2009,https://science.nasa.gov/exoplanet-catalog/kepler-6-b/
5358,Kepler-5 b,899.777,2.111 Jupiters,13.325,2009,https://science.nasa.gov/exoplanet-catalog/kepler-5-b/
5359,Kepler-33 c,1209.16,0.39 Earths,14.099,2011,https://science.nasa.gov/exoplanet-catalog/kepler-33-c/
5360,Kepler-33 b,1209.16,3.68 Earths,14.099,2011,https://science.nasa.gov/exoplanet-catalog/kepler-33-b/
5361,Kepler-32 f,323.847,0.477 Earths,16.36,2012,https://science.nasa.gov/exoplanet-catalog/kepler-32-f/
5362,Kepler-32 d,323.847,7.75 Earths,16.36,2012,https://science.nasa.gov/exoplanet-catalog/kepler-32-d/
5363,Kepler-32 c,323.847,0.5 Jupiters,16.36,2011,https://science.nasa.gov/exoplanet-catalog/kepler-32-c/
5364,Kepler-32 b,323.847,4.1 Jupiters,16.36,2011,https://science.nasa.gov/exoplanet-catalog/kepler-32-b/
5365,Kepler-31 c,1664.64,4.7 Jupiters,15.496,2011,https://science.nasa.gov/exoplanet-catalog/kepler-31-c/
5366,Kepler-31 b,1664.64,25.9 Earths,15.496,2011,https://science.nasa.gov/exoplanet-catalog/kepler-31-b/
5367,Kepler-30 d,914.221,23.1 Earths,15.726,2012,https://science.nasa.gov/exoplanet-catalog/kepler-30-d/
5368,Kepler-30 c,914.221,2.01 Jupiters,15.726,2012,https://science.nasa.gov/exoplanet-catalog/kepler-30-c/
5369,Kepler-17 b,720.753,2.45 Jupiters,14.314,2011,https://science.nasa.gov/exoplanet-catalog/kepler-17-b/
5370,Kepler-16 b,75.0852,0.333 Jupiters,12.144,2011,https://science.nasa.gov/exoplanet-catalog/kepler-16b/
5371,Kepler-169 d,406.529,2.1 Earths,14.424,2014,https://science.nasa.gov/exoplanet-catalog/kepler-169-d/
5372,Kepler-169 c,406.529,1.92 Earths,14.424,2014,https://science.nasa.gov/exoplanet-catalog/kepler-169-c/
5373,Kepler-169 b,406.529,1.51 Earths,14.424,2014,https://science.nasa.gov/exoplanet-catalog/kepler-169-b/
5374,Kepler-168 b,1343.6,2.73 Earths,14.842,2014,https://science.nasa.gov/exoplanet-catalog/kepler-168-b/
5375,Kepler-167 c,341.908,3.44 Earths,14.284,2014,https://science.nasa.gov/exoplanet-catalog/kepler-167-c/
5376,Kepler-167 b,341.908,3.6 Earths,14.284,2014,https://science.nasa.gov/exoplanet-catalog/kepler-167-b/
5377,Kepler-166 c,603.53,6.26 Earths,14.857,2014,https://science.nasa.gov/exoplanet-catalog/kepler-166-c/
5378,Kepler-165 c,560.885,5.6 Earths,15.05,2014,https://science.nasa.gov/exoplanet-catalog/kepler-165-c/
5379,Kepler-165 b,560.885,5.99 Earths,15.05,2014,https://science.nasa.gov/exoplanet-catalog/kepler-165-b/
5380,Kepler-164 d,890.758,6.57 Earths,14.379,2014,https://science.nasa.gov/exoplanet-catalog/kepler-164-d/
5381,Kepler-164 b,890.758,2.57 Earths,14.379,2014,https://science.nasa.gov/exoplanet-catalog/kepler-164-b/
5382,Kepler-163 c,689.814,5.73 Earths,14.467,2014,https://science.nasa.gov/exoplanet-catalog/kepler-163-c/
5383,Kepler-163 b,689.814,1.16 Earths,14.467,2014,https://science.nasa.gov/exoplanet-catalog/kepler-163-b/
5384,Kepler-162 b,855.641,2.13 Earths,14.351,2014,https://science.nasa.gov/exoplanet-catalog/kepler-162-b/
5385,Kepler-161 c,434.632,11.8 Earths,14.406,2014,https://science.nasa.gov/exoplanet-catalog/kepler-161-c/
5386,Kepler-161 b,434.632,12.1 Earths,14.406,2014,https://science.nasa.gov/exoplanet-catalog/kepler-161-b/
5387,Kepler-160 b,937.013,3.59 Earths,14.816,2014,https://science.nasa.gov/exoplanet-catalog/kepler-160-b/
5388,Kepler-15 b,739.412,0.66 Jupiters,13.81,2011,https://science.nasa.gov/exoplanet-catalog/kepler-15-b/
5389,Kepler-159 c,373.744,11.5 Earths,15.386,2014,https://science.nasa.gov/exoplanet-catalog/kepler-159-c/
5390,Kepler-159 b,373.744,6.26 Earths,15.386,2014,https://science.nasa.gov/exoplanet-catalog/kepler-159-b/
5391,Kepler-158 c,315.177,4.27 Earths,14.743,2014,https://science.nasa.gov/exoplanet-catalog/kepler-158-c/
5392,Kepler-157 c,773.713,5.65 Earths,14.206,2014,https://science.nasa.gov/exoplanet-catalog/kepler-157-c/
5393,Kepler-157 b,773.713,2.3 Earths,14.206,2014,https://science.nasa.gov/exoplanet-catalog/kepler-157-b/
5394,Kepler-156 c,443.483,7.04 Earths,14.339,2014,https://science.nasa.gov/exoplanet-catalog/kepler-156-c/
5395,Kepler-155 c,293.499,5.65 Earths,14.654,2014,https://science.nasa.gov/exoplanet-catalog/kepler-155-c/
5396,Kepler-155 b,293.499,5.02 Earths,14.654,2014,https://science.nasa.gov/exoplanet-catalog/kepler-155-b/
5397,Kepler-154 c,915.212,9.01 Earths,14.646,2014,https://science.nasa.gov/exoplanet-catalog/kepler-154-c/
5398,Kepler-153 c,459.368,6.94 Earths,14.388,2014,https://science.nasa.gov/exoplanet-catalog/kepler-153-c/
5399,Kepler-12 b,881.386,0.432 Jupiters,13.468,2011,https://science.nasa.gov/exoplanet-catalog/kepler-12-b/
5400,Kepler-11 g,646.346,25 Earths,13.817,2010,https://science.nasa.gov/exoplanet-catalog/kepler-11-g/
5401,Kepler-11 f,646.346,2 Earths,13.817,2010,https://science.nasa.gov/exoplanet-catalog/kepler-11-f/
5402,Kepler-11 d,646.346,7.3 Earths,13.817,2010,https://science.nasa.gov/exoplanet-catalog/kepler-11-d/
5403,Kepler-11 c,646.346,2.9 Earths,13.817,2010,https://science.nasa.gov/exoplanet-catalog/kepler-11-c/
5404,Kepler-11 b,646.346,1.9 Earths,13.817,2010,https://science.nasa.gov/exoplanet-catalog/kepler-11-b/
5405,Kepler-10 c,185.506,11.4 Earths,11.043,2011,https://science.nasa.gov/exoplanet-catalog/kepler-10-c/
5406,KELT-6 b,240.726,0.52 Jupiters,10.371,2014,https://science.nasa.gov/exoplanet-catalog/kelt-6-b/
5407,KELT-1 b,268.43,27.23 Jupiters,10.632,2012,https://science.nasa.gov/exoplanet-catalog/kelt-1-b/
5408,K2-3 c,44.0727,2.68 Earths,12.168,2015,https://science.nasa.gov/exoplanet-catalog/k2-3-c/
5409,HAT-P-7 b,341.079,1.84 Jupiters,10.481,2008,https://science.nasa.gov/exoplanet-catalog/hat-p-7-b/
5410,HAT-P-11 b,37.7647,26.69772 Earths,9.46,2008,https://science.nasa.gov/exoplanet-catalog/hat-p-11-b/
5411,Kepler-29 c,832.532,4.5 Earths,15.547,2011,https://science.nasa.gov/exoplanet-catalog/kepler-29-c/
5412,Kepler-29 b,832.532,5 Earths,15.547,2011,https://science.nasa.gov/exoplanet-catalog/kepler-29-b/
5413,Kepler-28 c,438.359,2.06 Earths,15.13,2011,https://science.nasa.gov/exoplanet-catalog/kepler-28-c/
5414,Kepler-27 c,1044.36,13.8 Jupiters,15.822,2011,https://science.nasa.gov/exoplanet-catalog/kepler-27-c/
5415,Kepler-27 b,1044.36,9.11 Jupiters,15.822,2011,https://science.nasa.gov/exoplanet-catalog/kepler-27-b/
5416,Kepler-26 e,335.307,6.39 Earths,15.853,2014,https://science.nasa.gov/exoplanet-catalog/kepler-26-e/
5417,Kepler-26 b,335.307,5.12 Earths,15.853,2011,https://science.nasa.gov/exoplanet-catalog/kepler-26-b/
5418,Kepler-25 c,243.249,15.2 Earths,10.769,2011,https://science.nasa.gov/exoplanet-catalog/kepler-25-c/
5419,Kepler-25 b,243.249,8.7 Earths,10.769,2011,https://science.nasa.gov/exoplanet-catalog/kepler-25-b/
5420,Kepler-24 e,1156.81,8.15 Earths,15.04,2014,https://science.nasa.gov/exoplanet-catalog/kepler-24-e/
5421,Kepler-24 c,1156.81,9.99 Earths,15.04,2011,https://science.nasa.gov/exoplanet-catalog/kepler-24-c/
5422,Kepler-24 b,1156.81,11.14 Earths,15.04,2011,https://science.nasa.gov/exoplanet-catalog/kepler-24-b/
5423,Kepler-23 d,835.756,4.44 Earths,13.567,2014,https://science.nasa.gov/exoplanet-catalog/kepler-23-d/
5424,Kepler-23 b,835.756,2.56 Earths,13.567,2011,https://science.nasa.gov/exoplanet-catalog/kepler-23-b/
5425,Kepler-22 b,194.642,9.1 Earths,11.751,2011,https://science.nasa.gov/exoplanet-catalog/kepler-22b/
5426,Kepler-21 b,108.522,7.5 Earths,8.25,2012,https://science.nasa.gov/exoplanet-catalog/kepler-21-b/
5427,Kepler-20 f,282.563,1.4 Earths,12.61,2011,https://science.nasa.gov/exoplanet-catalog/kepler-20-f/
5428,Kepler-20 d,282.563,13.4 Earths,12.61,2011,https://science.nasa.gov/exoplanet-catalog/kepler-20-d/
5429,Kepler-20 c,282.563,11.1 Earths,12.61,2011,https://science.nasa.gov/exoplanet-catalog/kepler-20-c/
5430,Kepler-20 b,282.563,9.7 Earths,12.61,2011,https://science.nasa.gov/exoplanet-catalog/kepler-20-b/
5431,Kepler-19 b,218.562,6.1 Earths,12.035,2011,https://science.nasa.gov/exoplanet-catalog/kepler-19-b/
5432,Kepler-18 d,433.047,16.4 Earths,13.771,2011,https://science.nasa.gov/exoplanet-catalog/kepler-18-d/
5433,Kepler-18 c,433.047,17.3 Earths,13.771,2011,https://science.nasa.gov/exoplanet-catalog/kepler-18-c/
5434,Kepler-153 b,459.368,8.85 Earths,14.388,2014,https://science.nasa.gov/exoplanet-catalog/kepler-153-b/
5435,Kepler-152 c,441.09,6.3 Earths,14.379,2014,https://science.nasa.gov/exoplanet-catalog/kepler-152-c/
5436,Kepler-152 b,441.09,8.2 Earths,14.379,2014,https://science.nasa.gov/exoplanet-catalog/kepler-152-b/
5437,Kepler-151 b,649.919,9.59 Earths,14.957,2014,https://science.nasa.gov/exoplanet-catalog/kepler-151-b/
5438,Kepler-150 e,891.092,9.91 Earths,15.161,2014,https://science.nasa.gov/exoplanet-catalog/kepler-150-e/
5439,Kepler-150 d,891.092,8.2 Earths,15.161,2014,https://science.nasa.gov/exoplanet-catalog/kepler-150-d/
5440,Kepler-150 b,891.092,2.1 Earths,15.161,2014,https://science.nasa.gov/exoplanet-catalog/kepler-150-b/
5441,Kepler-149 d,571.034,14.9 Earths,14.152,2014,https://science.nasa.gov/exoplanet-catalog/kepler-149-d/
5442,Kepler-149 c,571.034,3.22 Earths,14.152,2014,https://science.nasa.gov/exoplanet-catalog/kepler-149-c/
5443,Kepler-149 b,571.034,16.5 Earths,14.152,2014,https://science.nasa.gov/exoplanet-catalog/kepler-149-b/
5444,Kepler-148 c,791.163,12.6 Earths,15.398,2014,https://science.nasa.gov/exoplanet-catalog/kepler-148-c/
5445,Kepler-148 b,791.163,3.89 Earths,15.398,2014,https://science.nasa.gov/exoplanet-catalog/kepler-148-b/
5446,Kepler-147 c,1042.02,6.48 Earths,14.134,2014,https://science.nasa.gov/exoplanet-catalog/kepler-147-c/
5447,Kepler-147 b,1042.02,2.96 Earths,14.134,2014,https://science.nasa.gov/exoplanet-catalog/kepler-147-b/
5448,Kepler-146 c,716.797,9.96 Earths,13.921,2014,https://science.nasa.gov/exoplanet-catalog/kepler-146-c/
5449,Kepler-146 b,716.797,13.3 Earths,13.921,2014,https://science.nasa.gov/exoplanet-catalog/kepler-146-b/
5450,Kepler-145 c,566.85,0.25 Jupiters,11.977,2013,https://science.nasa.gov/exoplanet-catalog/kepler-145-c/
5451,Kepler-145 b,566.85,37.1 Earths,11.977,2013,https://science.nasa.gov/exoplanet-catalog/kepler-145-b/
5452,Kepler-144 c,384.917,2.39 Earths,12.195,2014,https://science.nasa.gov/exoplanet-catalog/kepler-144-c/
5453,Kepler-144 b,384.917,2.33 Earths,12.195,2014,https://science.nasa.gov/exoplanet-catalog/kepler-144-b/
5454,Kepler-143 c,809.467,11.3 Earths,13.882,2014,https://science.nasa.gov/exoplanet-catalog/kepler-143-c/
5455,Kepler-143 b,809.467,6.39 Earths,13.882,2014,https://science.nasa.gov/exoplanet-catalog/kepler-143-b/
5456,Kepler-142 d,548.686,5.31 Earths,13.277,2014,https://science.nasa.gov/exoplanet-catalog/kepler-142-d/
5457,Kepler-142 c,548.686,8.55 Earths,13.277,2014,https://science.nasa.gov/exoplanet-catalog/kepler-142-c/
5458,Kepler-141 c,301.183,2.57 Earths,13.624,2014,https://science.nasa.gov/exoplanet-catalog/kepler-141-c/
5459,Kepler-141 b,301.183,0.257 Earths,13.624,2014,https://science.nasa.gov/exoplanet-catalog/kepler-141-b/
5460,Kepler-140 c,583.859,3.89 Earths,13.018,2014,https://science.nasa.gov/exoplanet-catalog/kepler-140-c/
5461,Kepler-139 c,391.038,23.2558 Earths,12.775,2014,https://science.nasa.gov/exoplanet-catalog/kepler-139-c/
5462,Kepler-139 b,391.038,5.2879 Earths,12.775,2014,https://science.nasa.gov/exoplanet-catalog/kepler-139-b/
5463,Kepler-138 d,66.8624,2.1 Earths,13.04,2014,https://science.nasa.gov/exoplanet-catalog/kepler-138-d/
5464,Kepler-138 b,66.8624,0.07 Earths,13.04,2014,https://science.nasa.gov/exoplanet-catalog/kepler-138-b/
5465,Kepler-137 c,302.979,4.19 Earths,13.063,2014,https://science.nasa.gov/exoplanet-catalog/kepler-137-c/
5466,Kepler-137 b,302.979,2.76 Earths,13.063,2014,https://science.nasa.gov/exoplanet-catalog/kepler-137-b/
5467,Kepler-136 b,420.818,19.8 Earths,11.822,2014,https://science.nasa.gov/exoplanet-catalog/kepler-136-b/
5468,Kepler-135 c,621.855,1.65 Earths,12.794,2014,https://science.nasa.gov/exoplanet-catalog/kepler-135-c/
5469,Kepler-135 b,621.855,3.93 Earths,12.794,2014,https://science.nasa.gov/exoplanet-catalog/kepler-135-b/
5470,Kepler-134 b,334.797,4.66 Earths,12.318,2014,https://science.nasa.gov/exoplanet-catalog/kepler-134-b/
5471,Kepler-133 c,653.6,8.45 Earths,12.896,2014,https://science.nasa.gov/exoplanet-catalog/kepler-133-c/
5472,Kepler-133 b,653.6,3.75 Earths,12.896,2014,https://science.nasa.gov/exoplanet-catalog/kepler-133-b/
5473,Kepler-132 d,349.549,3.02 Earths,11.922,2014,https://science.nasa.gov/exoplanet-catalog/kepler-132-d/
5474,Kepler-132 b,349.549,1.92 Earths,11.922,2014,https://science.nasa.gov/exoplanet-catalog/kepler-132-b/
5475,Kepler-131 b,228.678,16.13 Earths,11.493,2014,https://science.nasa.gov/exoplanet-catalog/kepler-131-b/
5476,Kepler-130 d,316.663,3.33 Earths,11.572,2014,https://science.nasa.gov/exoplanet-catalog/kepler-130-d/
5477,Kepler-130 b,316.663,1.04 Earths,11.572,2014,https://science.nasa.gov/exoplanet-catalog/kepler-130-b/
5478,Kepler-129 c,408.845,0.13529 Jupiters,11.809,2014,https://science.nasa.gov/exoplanet-catalog/kepler-129-c/
5479,Kepler-129 b,408.845,20 Earths,11.809,2014,https://science.nasa.gov/exoplanet-catalog/kepler-129-b/
5480,Kepler-128 b,396.379,3.79 Earths,11.693,2013,https://science.nasa.gov/exoplanet-catalog/kepler-128-b/
5481,Kepler-127 d,352.794,7.46 Earths,11.746,2014,https://science.nasa.gov/exoplanet-catalog/kepler-127-d/
5482,Kepler-127 c,352.794,7.56 Earths,11.746,2014,https://science.nasa.gov/exoplanet-catalog/kepler-127-c/
5483,Kepler-126 d,237.401,0.17176 Jupiters,10.505,2014,https://science.nasa.gov/exoplanet-catalog/kepler-126-d/
5484,Kepler-79 e,1020.72,4.1 Earths,14.036,2014,https://science.nasa.gov/exoplanet-catalog/kepler-79-e/
5485,Kepler-79 c,1020.72,5.9 Earths,14.036,2012,https://science.nasa.gov/exoplanet-catalog/kepler-79-c/
5486,Kepler-79 b,1020.72,10.9 Earths,14.036,2012,https://science.nasa.gov/exoplanet-catalog/kepler-79-b/
5487,Kepler-78 b,124.376,1.68 Earths,11.717,2013,https://science.nasa.gov/exoplanet-catalog/kepler-78-b/
5488,Kepler-76 b,822.96,2.01 Jupiters,13.474,2013,https://science.nasa.gov/exoplanet-catalog/kepler-76-b/
5489,Kepler-75 b,835.356,10.1 Jupiters,15.414,2013,https://science.nasa.gov/exoplanet-catalog/kepler-75-b/
5490,Kepler-126 c,237.401,1.27942 Earths,10.505,2014,https://science.nasa.gov/exoplanet-catalog/kepler-126-c/
5491,Kepler-126 b,237.401,4.11726 Earths,10.505,2014,https://science.nasa.gov/exoplanet-catalog/kepler-126-b/
5492,Kepler-125 b,183.365,6.21 Earths,15.431,2014,https://science.nasa.gov/exoplanet-catalog/kepler-125-b/
5493,Kepler-124 d,420.046,1.41 Earths,14.4,2014,https://science.nasa.gov/exoplanet-catalog/kepler-124-d/
5494,Kepler-124 c,420.046,3.71 Earths,14.4,2014,https://science.nasa.gov/exoplanet-catalog/kepler-124-c/
5495,Kepler-123 c,1021.66,2.79 Earths,14.129,2014,https://science.nasa.gov/exoplanet-catalog/kepler-123-c/
5496,Kepler-123 b,1021.66,0.174 Jupiters,14.129,2014,https://science.nasa.gov/exoplanet-catalog/kepler-123-b/
5497,Kepler-122 f,1027.45,36 Earths,14.403,2014,https://science.nasa.gov/exoplanet-catalog/kepler-122-f/
5498,Kepler-122 e,1027.45,27.7 Earths,14.403,2014,https://science.nasa.gov/exoplanet-catalog/kepler-122-e/
5499,Kepler-122 c,1027.45,29 Earths,14.403,2014,https://science.nasa.gov/exoplanet-catalog/kepler-122-c/
5500,Kepler-122 b,1027.45,6.08 Earths,14.403,2014,https://science.nasa.gov/exoplanet-catalog/kepler-122-b/
5501,Kepler-121 c,510.523,5.77 Earths,14.904,2014,https://science.nasa.gov/exoplanet-catalog/kepler-121-c/
5502,Kepler-120 c,388.63,2.96 Earths,14.995,2014,https://science.nasa.gov/exoplanet-catalog/kepler-120-c/
5503,Kepler-120 b,388.63,8.5 Earths,14.995,2014,https://science.nasa.gov/exoplanet-catalog/kepler-120-b/
5504,Kepler-119 c,701.996,0.721 Earths,14.375,2014,https://science.nasa.gov/exoplanet-catalog/kepler-119-c/
5505,Kepler-118 c,574.228,0.144 Jupiters,14.867,2014,https://science.nasa.gov/exoplanet-catalog/kepler-118-c/
5506,Kepler-118 b,574.228,4.5 Earths,14.867,2014,https://science.nasa.gov/exoplanet-catalog/kepler-118-b/
5507,Kepler-117 c,1455.57,1.84 Jupiters,14.282,2014,https://science.nasa.gov/exoplanet-catalog/kepler-117-c/
5508,Kepler-117 b,1455.57,29.875 Earths,14.282,2014,https://science.nasa.gov/exoplanet-catalog/kepler-117-b/
5509,Kepler-116 b,955.168,11.6 Earths,13.744,2014,https://science.nasa.gov/exoplanet-catalog/kepler-116-b/
5510,Kepler-115 c,623.609,7.27 Earths,13.545,2014,https://science.nasa.gov/exoplanet-catalog/kepler-115-c/
5511,Kepler-115 b,623.609,1.32 Earths,13.545,2014,https://science.nasa.gov/exoplanet-catalog/kepler-115-b/
5512,Kepler-111 b,657.223,3.12 Earths,13.543,2014,https://science.nasa.gov/exoplanet-catalog/kepler-111-b/
5513,Kepler-110 b,586.531,4.01 Earths,13.003,2014,https://science.nasa.gov/exoplanet-catalog/kepler-110-b/
5514,Kepler-109 c,474.861,8.2 Earths,12.398,2014,https://science.nasa.gov/exoplanet-catalog/kepler-109-c/
5515,Kepler-108 c,338.732,0.16 Jupiters,12.657,2014,https://science.nasa.gov/exoplanet-catalog/kepler-108-c/
5516,Kepler-108 b,338.732,0.176 Jupiters,12.657,2014,https://science.nasa.gov/exoplanet-catalog/kepler-108-b/
5517,Kepler-107 e,525.997,14.1 Earths,12.543,2014,https://science.nasa.gov/exoplanet-catalog/kepler-107-e/
5518,Kepler-107 c,525.997,10 Earths,12.543,2014,https://science.nasa.gov/exoplanet-catalog/kepler-107-c/
5519,Kepler-107 b,525.997,3.8 Earths,12.543,2014,https://science.nasa.gov/exoplanet-catalog/kepler-107-b/
5520,Kepler-106 d,444.322,8.1 Earths,12.923,2014,https://science.nasa.gov/exoplanet-catalog/kepler-106-d/
5521,Kepler-106 c,444.322,10.44 Earths,12.923,2014,https://science.nasa.gov/exoplanet-catalog/kepler-106-c/
5522,Kepler-105 c,459.223,4.6 Earths,12.981,2014,https://science.nasa.gov/exoplanet-catalog/kepler-105-c/
5523,HAT-P-34 b,249.325,3.33 Jupiters,10.403,2011,https://science.nasa.gov/exoplanet-catalog/hat-p-34-b/
5524,HAT-P-33 b,396.11,0.92 Jupiters,11.032,2011,https://science.nasa.gov/exoplanet-catalog/hat-p-33-b/
5525,HAT-P-32 b,289.205,0.68 Jupiters,11.439,2011,https://science.nasa.gov/exoplanet-catalog/hat-p-32-b/
5526,HAT-P-31 b,344.05,2.27 Jupiters,11.667,2011,https://science.nasa.gov/exoplanet-catalog/hat-p-31-b/
5527,HAT-P-30 b,213.985,0.83 Jupiters,10.352,2011,https://science.nasa.gov/exoplanet-catalog/hat-p-30-b/
5528,HAT-P-29 b,313.576,0.88 Jupiters,11.825,2011,https://science.nasa.gov/exoplanet-catalog/hat-p-29-b/
5529,HAT-P-28 b,401.319,0.626 Jupiters,13.098,2011,https://science.nasa.gov/exoplanet-catalog/hat-p-28-b/
5530,HAT-P-27 b,199.173,0.62 Jupiters,12.052,2011,https://science.nasa.gov/exoplanet-catalog/hat-p-27-b/
5531,HAT-P-26 b,141.837,22.2481 Earths,11.757,2010,https://science.nasa.gov/exoplanet-catalog/hat-p-26-b/
5532,HAT-P-25 b,300.384,0.569 Jupiters,13.146,2010,https://science.nasa.gov/exoplanet-catalog/hat-p-25-b/
5533,HAT-P-24 b,415.344,0.75 Jupiters,11.762,2010,https://science.nasa.gov/exoplanet-catalog/hat-p-24-b/
5534,HAT-P-23 b,364.813,2.09 Jupiters,11.937,2010,https://science.nasa.gov/exoplanet-catalog/hat-p-23-b/
5535,PH2 b,343.863,0.274 Jupiters,12.645,2013,https://science.nasa.gov/exoplanet-catalog/ph2-b/
5536,KOI-94 e,477.052,35 Earths,12.314,2013,https://science.nasa.gov/exoplanet-catalog/koi-94-e/
