id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
5537,KOI-94 b,477.052,10.5 Earths,12.314,2013,https://science.nasa.gov/exoplanet-catalog/koi-94-b/
5538,KOI-55 c,1231.02,0.655 Earths,15.154,2011,https://science.nasa.gov/exoplanet-catalog/koi-55-c/
5539,KOI-55 b,1231.02,0.44 Earths,15.154,2011,https://science.nasa.gov/exoplanet-catalog/koi-55-b/
5540,KOI-217 b,914.699,Unknown,15.257,2010,https://science.nasa.gov/exoplanet-catalog/koi-217-b/
5541,KOI-142 c,376.863,0.674 Jupiters,13.209,2013,https://science.nasa.gov/exoplanet-catalog/koi-142-c/
5542,KOI-142 b,376.863,9.5 Earths,13.209,2013,https://science.nasa.gov/exoplanet-catalog/koi-142-b/
5543,Kepler-99 b,208.369,6.15 Earths,13.206,2014,https://science.nasa.gov/exoplanet-catalog/kepler-99-b/
5544,Kepler-97 c,400.907,1.08 Jupiters,12.994,2014,https://science.nasa.gov/exoplanet-catalog/kepler-97-c/
5545,Kepler-96 b,122.881,8.46 Earths,10.568,2014,https://science.nasa.gov/exoplanet-catalog/kepler-96-b/
5546,Kepler-95 b,445.656,13 Earths,12.382,2014,https://science.nasa.gov/exoplanet-catalog/kepler-95-b/
5547,Kepler-94 b,191.904,10.84 Earths,13.071,2014,https://science.nasa.gov/exoplanet-catalog/kepler-94-b/
5548,Kepler-93 c,95.9115,3 Jupiters,9.996,2014,https://science.nasa.gov/exoplanet-catalog/kepler-93-c/
5549,Kepler-93 b,95.9115,4.66 Earths,9.996,2014,https://science.nasa.gov/exoplanet-catalog/kepler-93-b/
5550,Kepler-92 b,477.992,0.202 Jupiters,11.671,2013,https://science.nasa.gov/exoplanet-catalog/kepler-92-b/
5551,Kepler-91 b,1294.69,0.81 Jupiters,12.712,2013,https://science.nasa.gov/exoplanet-catalog/kepler-91-b/
5552,Kepler-87 c,1232.9,6.4 Earths,14.681,2013,https://science.nasa.gov/exoplanet-catalog/kepler-87-c/
5553,Kepler-85 e,765.025,0.6 Earths,14.89,2014,https://science.nasa.gov/exoplanet-catalog/kepler-85-e/
5554,Kepler-85 d,765.025,1.87 Earths,14.89,2014,https://science.nasa.gov/exoplanet-catalog/kepler-85-d/
5555,Kepler-85 c,765.025,2.15 Earths,14.89,2012,https://science.nasa.gov/exoplanet-catalog/kepler-85-c/
5556,Kepler-84 f,1023.9,5.48 Earths,14.92,2014,https://science.nasa.gov/exoplanet-catalog/kepler-84-f/
5557,Kepler-84 e,1023.9,7.27 Earths,14.92,2014,https://science.nasa.gov/exoplanet-catalog/kepler-84-e/
5558,Kepler-84 d,1023.9,2.48 Earths,14.92,2014,https://science.nasa.gov/exoplanet-catalog/kepler-84-d/
5559,Kepler-84 b,1023.9,40 Earths,14.92,2012,https://science.nasa.gov/exoplanet-catalog/kepler-84-b/
5560,Kepler-83 d,400.409,24.6 Earths,16.145,2014,https://science.nasa.gov/exoplanet-catalog/kepler-83-d/
5561,Kepler-83 c,400.409,11.4 Earths,16.145,2012,https://science.nasa.gov/exoplanet-catalog/kepler-83-c/
5562,Kepler-82 e,904.326,6.66 Earths,15.131,2014,https://science.nasa.gov/exoplanet-catalog/kepler-82-e/
5563,Kepler-82 d,904.326,3.78 Earths,15.131,2014,https://science.nasa.gov/exoplanet-catalog/kepler-82-d/
5564,Kepler-82 c,904.326,13.9 Earths,15.131,2012,https://science.nasa.gov/exoplanet-catalog/kepler-82-c/
5565,Kepler-81 d,348.291,1.92 Earths,15.258,2014,https://science.nasa.gov/exoplanet-catalog/kepler-81-d/
5566,Kepler-81 c,348.291,4.3 Earths,15.258,2012,https://science.nasa.gov/exoplanet-catalog/kepler-81-c/
5567,Kepler-81 b,348.291,17.2 Earths,15.258,2012,https://science.nasa.gov/exoplanet-catalog/kepler-81-b/
5568,Kepler-74 b,1177.55,0.63 Jupiters,14.487,2013,https://science.nasa.gov/exoplanet-catalog/kepler-74-b/
5569,Kepler-69 c,730.625,3.57 Earths,13.866,2013,https://science.nasa.gov/exoplanet-catalog/kepler-69-c/
5570,Kepler-69 b,730.625,5.65 Earths,13.866,2013,https://science.nasa.gov/exoplanet-catalog/kepler-69-b/
5571,Kepler-68 c,144.166,1.3 Earths,10.077,2013,https://science.nasa.gov/exoplanet-catalog/kepler-68-c/
5572,Kepler-213 c,634.939,6.08 Earths,13.705,2014,https://science.nasa.gov/exoplanet-catalog/kepler-213-c/
5573,Kepler-213 b,634.939,3.26 Earths,13.705,2014,https://science.nasa.gov/exoplanet-catalog/kepler-213-b/
5574,Kepler-212 b,687.194,1.32 Earths,13.129,2014,https://science.nasa.gov/exoplanet-catalog/kepler-212-b/
5575,Kepler-211 c,309.353,18.3 Earths,13.448,2014,https://science.nasa.gov/exoplanet-catalog/kepler-211-c/
5576,Kepler-211 b,309.353,2.13 Earths,13.448,2014,https://science.nasa.gov/exoplanet-catalog/kepler-211-b/
5577,Kepler-210 b,232.75,8.96 Earths,14.126,2014,https://science.nasa.gov/exoplanet-catalog/kepler-210-b/
5578,Kepler-209 c,576.946,9.8 Earths,14.132,2014,https://science.nasa.gov/exoplanet-catalog/kepler-209-c/
5579,Kepler-105 b,459.223,5.1 Earths,12.981,2013,https://science.nasa.gov/exoplanet-catalog/kepler-105-b/
5580,Kepler-104 d,400.785,5.54022 Earths,12.697,2014,https://science.nasa.gov/exoplanet-catalog/kepler-104-d/
5581,Kepler-104 b,400.785,19.6 Earths,12.697,2014,https://science.nasa.gov/exoplanet-catalog/kepler-104-b/
5582,Kepler-103 c,494.832,38 Earths,11.883,2014,https://science.nasa.gov/exoplanet-catalog/kepler-103-c/
5583,Kepler-102 f,107.796,4.3 Earths,12.072,2014,https://science.nasa.gov/exoplanet-catalog/kepler-102-f/
5584,Kepler-102 e,107.796,4.7 Earths,12.072,2013,https://science.nasa.gov/exoplanet-catalog/kepler-102-e/
5585,Kepler-102 c,107.796,1.7 Earths,12.072,2014,https://science.nasa.gov/exoplanet-catalog/kepler-102-c/
5586,Kepler-102 b,107.796,1.1 Earths,12.072,2014,https://science.nasa.gov/exoplanet-catalog/kepler-102-b/
5587,Kepler-101 c,927.981,3.78 Earths,13.7,2014,https://science.nasa.gov/exoplanet-catalog/kepler-101-c/
5588,Kepler-100 d,304.645,3 Earths,11.055,2014,https://science.nasa.gov/exoplanet-catalog/kepler-100-d/
5589,Kepler-100 c,304.645,7.05 Earths,11.055,2014,https://science.nasa.gov/exoplanet-catalog/kepler-100-c/
5590,HATS-6 b,169.318,0.319 Jupiters,15.044,2015,https://science.nasa.gov/exoplanet-catalog/hats-6-b/
5591,HATS-5 b,246.384,0.237 Jupiters,12.598,2014,https://science.nasa.gov/exoplanet-catalog/hats-5-b/
5592,HATS-3 b,411.211,1.071 Jupiters,12.433,2013,https://science.nasa.gov/exoplanet-catalog/hats-3-b/
5593,HATS-2 b,341.925,1.37 Jupiters,13.565,2013,https://science.nasa.gov/exoplanet-catalog/hats-2-b/
5594,HAT-P-9 b,455.203,0.749 Jupiters,12.344,2008,https://science.nasa.gov/exoplanet-catalog/hat-p-9-b/
5595,HAT-P-8 b,211.553,1.28 Jupiters,10.358,2008,https://science.nasa.gov/exoplanet-catalog/hat-p-8-b/
5596,HAT-P-6 b,275.358,1.32 Jupiters,10.469,2007,https://science.nasa.gov/exoplanet-catalog/hat-p-6-b/
5597,HAT-P-5 b,303.336,0.98 Jupiters,11.954,2007,https://science.nasa.gov/exoplanet-catalog/hat-p-5-b/
5598,HAT-P-54 b,143.651,0.76 Jupiters,13.398,2015,https://science.nasa.gov/exoplanet-catalog/hat-p-54-b/
5599,HAT-P-46 b,290.736,0.493 Jupiters,11.997,2014,https://science.nasa.gov/exoplanet-catalog/hat-p-46-b/
5600,HAT-P-45 b,298.64,0.892 Jupiters,12.783,2014,https://science.nasa.gov/exoplanet-catalog/hat-p-45-b/
5601,HAT-P-44 c,347.85,4 Jupiters,13.225,2014,https://science.nasa.gov/exoplanet-catalog/hat-p-44-c/
5602,HAT-P-44 b,347.85,0.352 Jupiters,13.225,2014,https://science.nasa.gov/exoplanet-catalog/hat-p-44-b/
5603,HAT-P-43 b,528.825,0.662 Jupiters,13.279,2012,https://science.nasa.gov/exoplanet-catalog/hat-p-43-b/
5604,HAT-P-42 b,405.238,1.044 Jupiters,12.125,2012,https://science.nasa.gov/exoplanet-catalog/hat-p-42-b/
5605,HAT-P-41 b,348.185,1.19 Jupiters,11.365,2012,https://science.nasa.gov/exoplanet-catalog/hat-p-41-b/
5606,HAT-P-40 b,464.469,0.48 Jupiters,11.34,2012,https://science.nasa.gov/exoplanet-catalog/hat-p-40-b/
5607,HAT-P-3 b,134.554,0.65 Jupiters,11.856,2007,https://science.nasa.gov/exoplanet-catalog/hat-p-3-b/
5608,HAT-P-39 b,697.004,0.599 Jupiters,12.282,2012,https://science.nasa.gov/exoplanet-catalog/hat-p-39-b/
5609,HAT-P-38 b,255.206,0.267 Jupiters,12.525,2012,https://science.nasa.gov/exoplanet-catalog/hat-p-38-b/
5610,HAT-P-37 b,390.594,1.169 Jupiters,13.427,2011,https://science.nasa.gov/exoplanet-catalog/hat-p-37-b/
5611,HAT-P-36 b,294.419,1.8482 Jupiters,12.146,2011,https://science.nasa.gov/exoplanet-catalog/hat-p-36-b/
5612,HAT-P-2 b,127.774,9.02 Jupiters,8.72,2007,https://science.nasa.gov/exoplanet-catalog/hat-p-2-b/
5613,HAT-P-22 b,81.7647,2.47 Jupiters,9.763,2010,https://science.nasa.gov/exoplanet-catalog/hat-p-22-b/
5614,HAT-P-21 b,277.278,4.87 Jupiters,11.459,2010,https://science.nasa.gov/exoplanet-catalog/hat-p-21-b/
5615,HAT-P-19 b,202.078,0.277 Jupiters,12.826,2010,https://science.nasa.gov/exoplanet-catalog/hat-p-19-b/
5616,HAT-P-18 b,161.4,0.197 Jupiters,12.597,2010,https://science.nasa.gov/exoplanet-catalog/hat-p-18-b/
5617,HAT-P-17 b,92.3831,0.58 Jupiters,10.375,2010,https://science.nasa.gov/exoplanet-catalog/hat-p-17-b/
5618,HAT-P-16 b,226.637,4.193 Jupiters,10.911,2010,https://science.nasa.gov/exoplanet-catalog/hat-p-16-b/
5619,HAT-P-15 b,192.516,1.94 Jupiters,12.41,2010,https://science.nasa.gov/exoplanet-catalog/hat-p-15-b/
5620,HAT-P-14 b,222.663,3.44 Jupiters,9.988,2010,https://science.nasa.gov/exoplanet-catalog/hat-p-14-b/
5621,HAT-P-13 b,246.81,0.851 Jupiters,10.421,2009,https://science.nasa.gov/exoplanet-catalog/hat-p-13-b/
5622,HAT-P-12 b,142.751,0.211 Jupiters,12.665,2009,https://science.nasa.gov/exoplanet-catalog/hat-p-12-b/
5623,CoRoT-9 b,412.98,0.84 Jupiters,13.637,2009,https://science.nasa.gov/exoplanet-catalog/corot-9-b/
5624,CoRoT-8 b,322.037,0.22 Jupiters,14.792,2010,https://science.nasa.gov/exoplanet-catalog/corot-8-b/
5625,CoRoT-7 b,159.906,4.07661 Earths,11.728,2009,https://science.nasa.gov/exoplanet-catalog/corot-7-b/
5626,CoRoT-6 b,645.294,2.96 Jupiters,13.961,2009,https://science.nasa.gov/exoplanet-catalog/corot-6-b/
5627,CoRoT-5 b,882.472,0.467 Jupiters,14.043,2009,https://science.nasa.gov/exoplanet-catalog/corot-5-b/
5628,CoRoT-4 b,726.412,0.72 Jupiters,13.652,2008,https://science.nasa.gov/exoplanet-catalog/corot-4-b/
5629,CoRoT-2 b,213.283,3.47 Jupiters,12.516,2008,https://science.nasa.gov/exoplanet-catalog/corot-2-b/
5630,CoRoT-29 b,806.507,0.85 Jupiters,15.408,2015,https://science.nasa.gov/exoplanet-catalog/corot-29-b/
5631,CoRoT-28 b,766.183,0.484 Jupiters,13.783,2015,https://science.nasa.gov/exoplanet-catalog/corot-28-b/
5632,CoRoT-27 b,1010.28,10.39 Jupiters,15.774,2014,https://science.nasa.gov/exoplanet-catalog/corot-27-b/
5633,CoRoT-25 b,1103.48,0.27 Jupiters,14.79,2013,https://science.nasa.gov/exoplanet-catalog/corot-25-b/
5634,CoRoT-24 c,591.555,28 Earths,15.383,2014,https://science.nasa.gov/exoplanet-catalog/corot-24-c/
5635,CoRoT-23 b,1060.97,2.8 Jupiters,15.675,2011,https://science.nasa.gov/exoplanet-catalog/corot-23-b/
5636,CoRoT-22 b,627.158,12.2 Earths,13.82,2014,https://science.nasa.gov/exoplanet-catalog/corot-22-b/
5637,CoRoT-1 b,787.909,1.03 Jupiters,13.623,2008,https://science.nasa.gov/exoplanet-catalog/corot-1-b/
5638,CoRoT-19 b,790.663,1.11 Jupiters,14.135,2011,https://science.nasa.gov/exoplanet-catalog/corot-19-b/
5639,CoRoT-18 b,764.889,3.47 Jupiters,14.868,2011,https://science.nasa.gov/exoplanet-catalog/corot-18-b/
5640,CoRoT-16 b,732.409,0.535 Jupiters,16.052,2011,https://science.nasa.gov/exoplanet-catalog/corot-16-b/
5641,CoRoT-14 b,1744.6,7.6 Jupiters,15.932,2010,https://science.nasa.gov/exoplanet-catalog/corot-14-b/
5642,CoRoT-13 b,1148.93,1.308 Jupiters,15.005,2010,https://science.nasa.gov/exoplanet-catalog/corot-13-b/
5643,CoRoT-12 b,1126.37,0.917 Jupiters,15.588,2010,https://science.nasa.gov/exoplanet-catalog/corot-12-b/
5644,CoRoT-10 b,338.386,2.75 Jupiters,15.293,2010,https://science.nasa.gov/exoplanet-catalog/corot-10-b/
5645,Kepler-209 b,576.946,5.73 Earths,14.132,2014,https://science.nasa.gov/exoplanet-catalog/kepler-209-b/
5646,Kepler-208 e,775.328,2.79 Earths,13.561,2014,https://science.nasa.gov/exoplanet-catalog/kepler-208-e/
5647,Kepler-208 c,775.328,2.51 Earths,13.561,2014,https://science.nasa.gov/exoplanet-catalog/kepler-208-c/
5648,Kepler-208 b,775.328,3.29 Earths,13.561,2014,https://science.nasa.gov/exoplanet-catalog/kepler-208-b/
5649,Kepler-207 d,875.519,11 Earths,13.164,2014,https://science.nasa.gov/exoplanet-catalog/kepler-207-d/
5650,Kepler-207 b,875.519,3.09 Earths,13.164,2014,https://science.nasa.gov/exoplanet-catalog/kepler-207-b/
5651,Kepler-206 d,594.447,1.81 Earths,13.507,2014,https://science.nasa.gov/exoplanet-catalog/kepler-206-d/
5652,Kepler-206 c,594.447,3.78 Earths,13.507,2014,https://science.nasa.gov/exoplanet-catalog/kepler-206-c/
5653,Kepler-205 c,159.72,3.33 Earths,13.779,2014,https://science.nasa.gov/exoplanet-catalog/kepler-205-c/
5654,Kepler-205 b,159.72,2.89 Earths,13.779,2014,https://science.nasa.gov/exoplanet-catalog/kepler-205-b/
5655,Kepler-204 c,686.723,3.86 Earths,13.977,2014,https://science.nasa.gov/exoplanet-catalog/kepler-204-c/
5656,Kepler-203 d,703.302,33.9 Earths,14.14,2014,https://science.nasa.gov/exoplanet-catalog/kepler-203-d/
5657,Kepler-203 c,703.302,2.36 Jupiters,14.14,2014,https://science.nasa.gov/exoplanet-catalog/kepler-203-c/
5658,Kepler-203 b,703.302,7.13 Earths,14.14,2014,https://science.nasa.gov/exoplanet-catalog/kepler-203-b/
5659,Kepler-201 c,636.445,8.5 Earths,12.991,2014,https://science.nasa.gov/exoplanet-catalog/kepler-201-c/
5660,Kepler-201 b,636.445,6.62 Earths,12.991,2014,https://science.nasa.gov/exoplanet-catalog/kepler-201-b/
5661,Kepler-200 c,665.912,3.15 Earths,13.932,2014,https://science.nasa.gov/exoplanet-catalog/kepler-200-c/
5662,Kepler-199 c,521.054,10.6 Earths,13.796,2014,https://science.nasa.gov/exoplanet-catalog/kepler-199-c/
5663,Kepler-199 b,521.054,9.85 Earths,13.796,2014,https://science.nasa.gov/exoplanet-catalog/kepler-199-b/
5664,Kepler-198 c,495.358,6.66 Earths,13.684,2014,https://science.nasa.gov/exoplanet-catalog/kepler-198-c/
5665,Kepler-197 e,330.575,0.693 Earths,11.775,2014,https://science.nasa.gov/exoplanet-catalog/kepler-197-e/
5666,Kepler-197 d,330.575,1.98 Earths,11.775,2014,https://science.nasa.gov/exoplanet-catalog/kepler-197-d/
5667,Kepler-197 c,330.575,5.3 Earths,11.775,2014,https://science.nasa.gov/exoplanet-catalog/kepler-197-c/
5668,Kepler-197 b,330.575,1.04 Earths,11.775,2014,https://science.nasa.gov/exoplanet-catalog/kepler-197-b/
5669,Kepler-196 b,451.312,4.27 Earths,14.239,2014,https://science.nasa.gov/exoplanet-catalog/kepler-196-b/
5670,Kepler-195 c,652.051,3.02 Earths,14.863,2014,https://science.nasa.gov/exoplanet-catalog/kepler-195-c/
5671,Kepler-195 b,652.051,4.78 Earths,14.863,2014,https://science.nasa.gov/exoplanet-catalog/kepler-195-b/
5672,Kepler-347 b,1298.88,4.54 Earths,14.567,2014,https://science.nasa.gov/exoplanet-catalog/kepler-347-b/
5673,Kepler-346 c,984.105,9.64 Earths,15.261,2014,https://science.nasa.gov/exoplanet-catalog/kepler-346-c/
5674,Kepler-346 b,984.105,7.56 Earths,15.261,2014,https://science.nasa.gov/exoplanet-catalog/kepler-346-b/
5675,Kepler-345 b,260,0.5 Earths,14.344,2014,https://science.nasa.gov/exoplanet-catalog/kepler-345-b/
5676,Kepler-344 c,1002.94,9.01 Earths,15.539,2014,https://science.nasa.gov/exoplanet-catalog/kepler-344-c/
5677,Kepler-344 b,1002.94,7.32 Earths,15.539,2014,https://science.nasa.gov/exoplanet-catalog/kepler-344-b/
5678,Kepler-343 b,927.193,6.39 Earths,14.063,2014,https://science.nasa.gov/exoplanet-catalog/kepler-343-b/
5679,Kepler-342 d,781.611,6.76 Earths,13.2,2014,https://science.nasa.gov/exoplanet-catalog/kepler-342-d/
5680,Kepler-342 c,781.611,4.5 Earths,13.2,2014,https://science.nasa.gov/exoplanet-catalog/kepler-342-c/
5681,Kepler-342 b,781.611,5.69 Earths,13.2,2014,https://science.nasa.gov/exoplanet-catalog/kepler-342-b/
5682,Kepler-341 d,1047.03,4.08 Earths,14.739,2014,https://science.nasa.gov/exoplanet-catalog/kepler-341-d/
5683,Kepler-341 c,1047.03,3.53 Earths,14.739,2014,https://science.nasa.gov/exoplanet-catalog/kepler-341-c/
5684,Kepler-341 b,1047.03,1.76 Earths,14.739,2014,https://science.nasa.gov/exoplanet-catalog/kepler-341-b/
5685,Kepler-340 c,808.762,11.3 Earths,12.329,2014,https://science.nasa.gov/exoplanet-catalog/kepler-340-c/
5686,Kepler-340 b,808.762,6.94 Earths,12.329,2014,https://science.nasa.gov/exoplanet-catalog/kepler-340-b/
5687,Kepler-339 c,616.637,7.3 Earths,14.706,2014,https://science.nasa.gov/exoplanet-catalog/kepler-339-c/
5688,Kepler-339 b,616.637,2.6 Earths,14.706,2014,https://science.nasa.gov/exoplanet-catalog/kepler-339-b/
5689,Kepler-338 e,552.798,8.5 Earths,12.19,2014,https://science.nasa.gov/exoplanet-catalog/kepler-338-e/
5690,Kepler-338 d,552.798,9.27 Earths,12.19,2014,https://science.nasa.gov/exoplanet-catalog/kepler-338-d/
5691,Kepler-338 c,552.798,6.08 Earths,12.19,2014,https://science.nasa.gov/exoplanet-catalog/kepler-338-c/
5692,Kepler-338 b,552.798,30.6 Earths,12.19,2014,https://science.nasa.gov/exoplanet-catalog/kepler-338-b/
5693,Kepler-337 c,677.975,4.86 Earths,12.799,2014,https://science.nasa.gov/exoplanet-catalog/kepler-337-c/
5694,Kepler-337 b,677.975,2.99 Earths,12.799,2014,https://science.nasa.gov/exoplanet-catalog/kepler-337-b/
5695,Kepler-336 d,768.86,6.21 Earths,13.677,2014,https://science.nasa.gov/exoplanet-catalog/kepler-336-d/
5696,Kepler-336 c,768.86,5.06 Earths,13.677,2014,https://science.nasa.gov/exoplanet-catalog/kepler-336-c/
5697,Kepler-20 e,282.563,0.76 Earths,12.61,2011,https://science.nasa.gov/exoplanet-catalog/kepler-20-e/
5698,Kepler-204 b,686.723,6.94 Earths,13.977,2014,https://science.nasa.gov/exoplanet-catalog/kepler-204-b/
5699,Kepler-202 b,285.111,3.29 Earths,14.178,2014,https://science.nasa.gov/exoplanet-catalog/kepler-202-b/
5700,Kepler-200 b,665.912,5.18 Earths,13.932,2014,https://science.nasa.gov/exoplanet-catalog/kepler-200-b/
5701,Kepler-19 c,218.562,13.1 Earths,12.035,2011,https://science.nasa.gov/exoplanet-catalog/kepler-19-c/
5702,Kepler-198 b,495.358,8.35 Earths,13.684,2014,https://science.nasa.gov/exoplanet-catalog/kepler-198-b/
5703,Kepler-196 c,451.312,5.65 Earths,14.239,2014,https://science.nasa.gov/exoplanet-catalog/kepler-196-c/
5704,Kepler-194 d,1097.97,6.35 Earths,14.969,2014,https://science.nasa.gov/exoplanet-catalog/kepler-194-d/
5705,Kepler-193 b,1009.1,6.3 Earths,14.712,2014,https://science.nasa.gov/exoplanet-catalog/kepler-193-b/
5706,Kepler-191 b,594.464,2.36 Earths,14.987,2014,https://science.nasa.gov/exoplanet-catalog/kepler-191-b/
5707,Kepler-18 b,433.047,6.9 Earths,13.771,2011,https://science.nasa.gov/exoplanet-catalog/kepler-18-b/
5708,Kepler-188 c,968.544,10.3 Earths,14.719,2014,https://science.nasa.gov/exoplanet-catalog/kepler-188-c/
5709,Kepler-186 f,177.594,1.71 Earths,15.138,2014,https://science.nasa.gov/exoplanet-catalog/kepler-186-f/
5710,Kepler-186 b,177.594,1.24 Earths,15.138,2014,https://science.nasa.gov/exoplanet-catalog/kepler-186-b/
5711,Kepler-178 d,716.025,14.8 Earths,14.876,2014,https://science.nasa.gov/exoplanet-catalog/kepler-178-d/
5712,Kepler-177 b,1435.44,5.84 Earths,15.171,2013,https://science.nasa.gov/exoplanet-catalog/kepler-177-b/
5713,Kepler-175 c,1312.34,9.8 Earths,15.225,2014,https://science.nasa.gov/exoplanet-catalog/kepler-175-c/
5714,Kepler-174 b,384.757,4.5 Earths,14.53,2014,https://science.nasa.gov/exoplanet-catalog/kepler-174-b/
5715,Kepler-172 d,828.592,5.69 Earths,14.703,2014,https://science.nasa.gov/exoplanet-catalog/kepler-172-d/
5716,Kepler-171 b,863.855,6.08 Earths,15.101,2014,https://science.nasa.gov/exoplanet-catalog/kepler-171-b/
5717,Kepler-169 e,406.529,5.48 Earths,14.424,2014,https://science.nasa.gov/exoplanet-catalog/kepler-169-e/
5718,Kepler-168 c,1343.6,7.7 Earths,14.842,2014,https://science.nasa.gov/exoplanet-catalog/kepler-168-c/
5719,Kepler-166 b,603.53,5.77 Earths,14.857,2014,https://science.nasa.gov/exoplanet-catalog/kepler-166-b/
5720,Kepler-164 c,890.758,7.9 Earths,14.379,2014,https://science.nasa.gov/exoplanet-catalog/kepler-164-c/
5721,Kepler-162 c,855.641,9.43 Earths,14.351,2014,https://science.nasa.gov/exoplanet-catalog/kepler-162-c/
5722,Kepler-454 c,230.869,4.51 Jupiters,11.567,2015,https://science.nasa.gov/exoplanet-catalog/kepler-454-c/
5723,Kepler-430 c,917.477,3.71 Earths,13.908,2015,https://science.nasa.gov/exoplanet-catalog/kepler-430-c/
5724,Kepler-383 c,470,2.07 Earths,15.473,2014,https://science.nasa.gov/exoplanet-catalog/kepler-383-c/
5725,Kepler-339 d,616.637,14.7 Earths,14.706,2014,https://science.nasa.gov/exoplanet-catalog/kepler-339-d/
5726,Kepler-328 c,2213.19,39.4 Earths,15.794,2013,https://science.nasa.gov/exoplanet-catalog/kepler-328-c/
5727,Kepler-295 b,1699.19,1.98 Earths,14.631,2014,https://science.nasa.gov/exoplanet-catalog/kepler-295-b/
5728,Kepler-26 c,335.307,6.2 Earths,15.853,2011,https://science.nasa.gov/exoplanet-catalog/kepler-26-c/
5729,Kepler-202 c,285.111,4.08 Earths,14.178,2014,https://science.nasa.gov/exoplanet-catalog/kepler-202-c/
5730,K2-16 c,334.967,6.99 Earths,14.668,2015,https://science.nasa.gov/exoplanet-catalog/k2-16-c/
5731,K2-13 b,342.394,4.23 Earths,12.882,2015,https://science.nasa.gov/exoplanet-catalog/k2-13-b/
5732,HAT-P-49 b,350.351,2.2 Jupiters,10.205,2014,https://science.nasa.gov/exoplanet-catalog/hat-p-49-b/
5733,Kepler-68 b,144.166,8.03 Earths,10.077,2013,https://science.nasa.gov/exoplanet-catalog/kepler-68-b/
